ID,NAME,TIME,TEXT,ROLE,HATE,TARGET,VERBAL_ABUSE,INTENTION,CONTEXT,SENTIMENT,scenario,theme
45,<Pierre-Soutien-Harceleur>,[11:37:54],en attendant elle elle avait le droit,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
46,<Nicolas-Soutien-Harceleur>,[11:37:55],ily aura que elle qui va te repondre mdr,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
47,<Teresa-Soutien-Victime>,[11:38:00],oe ta raison c la plus grosse des pute,victim_support,OAG,bully,NCG,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
48,<Pierre-Soutien-Harceleur>,[11:38:02],parce qu'elle elle est dans son pays,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
49,<Teresa-Soutien-Victime>,[11:38:07],hein pauline,victim_support,OAG,bully,NCG,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
50,<Pauline-Harceleur>,[11:38:18],teresa ftg va a l'eglise,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
51,<Fatima-Victime>,[11:38:27],ba va y on y va ensemble,victim,NAG,NULL,NULL,DFN,ATK,NEU,scenario_ethnicity_fatima,ethnicity
52,<Pierre-Soutien-Harceleur>,[11:38:30],ça t'éduqueras un peu,bully_support,CAG,victim_support,DNG,AIN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
53,<Teresa-Soutien-Victime>,[11:38:34],tu devrais faire pareil,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
54,<Fatima-Victime>,[11:38:34],j sui sur t es jamais allé a leglise hypocrite,victim,OAG,bully,NCG,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
55,<Nicolas-Soutien-Harceleur>,[11:38:44],on te brule toi a leglise,bully_support,OAG,victim,THR,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
56,<Théo-Conciliateur>,[11:38:46],"mais vs en avez pas marre, vs voulez pas vs re parler et mettre les choses a plat ?",conciliator,NAG,NULL,NULL,CR,NULL,NEU,scenario_ethnicity_fatima,ethnicity
57,<Teresa-Soutien-Victime>,[11:38:47],oe grave tu parles,victim_support,CAG,bully_support,OTH,DFN,AIN,NEG,scenario_ethnicity_fatima,ethnicity
58,<Pauline-Harceleur>,[11:38:54],theo tu sers a rien,bully,OAG,conciliator,DNG,ATK,CR,NEG,scenario_ethnicity_fatima,ethnicity
59,<Pierre-Soutien-Harceleur>,[11:38:58],fatima arrete la mascarade on sait que toi t'es un autre delire toi tu fais la manche devant frr,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
60,<Fatima-Victime>,[11:39:19],j prefere faire la manche que la pute comme ta mere,victim,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
61,<Teresa-Soutien-Victime>,[11:39:21],c a eux d'arreter d'harceler les gens,victim_support,NAG,NULL,NULL,CR,NULL,NEU,scenario_ethnicity_fatima,ethnicity
62,<Théo-Conciliateur>,[11:39:26],si je sert a regler vos problemes de merde,conciliator,OAG,bully,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
63,<Nicolas-Soutien-Harceleur>,[11:39:29],la prochaine fois tu mettra un voile comme t es parents au lieu de nous faire cvhier,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
64,<Pierre-Soutien-Harceleur>,[11:39:47],fatima arrete de faire la folle tu vas vrm le payer,bully_support,OAG,victim,THR,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
65,<Nicolas-Soutien-Harceleur>,[11:39:54],sa sort des cour sa mes le voile mais a la plage sa montre son cu ptdrrrrrr,bully_support,OAG,victim,DNG,ATK,NULL,NEG,scenario_ethnicity_fatima,ethnicity
66,<Pauline-Harceleur>,[11:40:08],mddddddr,bully,NAG,NULL,NULL,AIN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
67,<Pierre-Soutien-Harceleur>,[11:40:09],on va faire des montages tu as te retrouver à poil sur internet ptddrrrr,bully_support,OAG,victim,THR,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
68,<Théo-Conciliateur>,[11:40:20],nicolas tu vas trop loin la,conciliator,NAG,NULL,NULL,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
69,<Fatima-Victime>,[11:40:27],tkt tu vas retrouver en prison,victim,NAG,NULL,NULL,CNS,ATK,NEG,scenario_ethnicity_fatima,ethnicity
70,<Pauline-Harceleur>,[11:40:28],theo ftg,bully,OAG,conciliator,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
71,<Teresa-Soutien-Victime>,[11:40:35],faites de toute facon on n'a toute les preuves,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_ethnicity_fatima,ethnicity
72,<Pierre-Soutien-Harceleur>,[11:40:35],rooohh theo c'est toi la,bully_support,CAG,conciliator,OTH,GSL,DFN,NEG,scenario_ethnicity_fatima,ethnicity
73,<Teresa-Soutien-Victime>,[11:40:42],elle va porter plainte,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_ethnicity_fatima,ethnicity
74,<Théo-Conciliateur>,[11:40:47],quelle preuves ?,conciliator,NAG,NULL,NULL,OTH,CNS,NEU,scenario_ethnicity_fatima,ethnicity
75,<Teresa-Soutien-Victime>,[11:40:48],tampis pour vous,victim_support,NAG,NULL,NULL,CNS,ATK,NEG,scenario_ethnicity_fatima,ethnicity
76,<Nicolas-Soutien-Harceleur>,[11:40:52],tg theo la veriter blaisse tu te sens mal,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
77,<Pauline-Harceleur>,[11:40:52],tg toi,bully,OAG,victim_support,OTH,ATK,CNS,NEG,scenario_ethnicity_fatima,ethnicity
78,<Fatima-Victime>,[11:40:55],on a les screen,victim,NAG,NULL,NULL,OTH,OTH,NEU,scenario_ethnicity_fatima,ethnicity
79,<Pierre-Soutien-Harceleur>,[11:40:57],teresa les preuves disparaissent comme fatima va disparaitre,bully_support,CAG,victim,THR,ATK,CNS,NEG,scenario_ethnicity_fatima,ethnicity
80,<Teresa-Soutien-Victime>,[11:41:05],t'es entrain de parler cave,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
81,<Pauline-Harceleur>,[11:41:07],nous aussi les screen quan tu montre ton cu,bully,OAG,victim,OTH,ATK,OTH,NEG,scenario_ethnicity_fatima,ethnicity
82,<Teresa-Soutien-Victime>,[11:41:17],depuis talleur tu l'insulte tu parle de montage,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_ethnicity_fatima,ethnicity
83,<Nicolas-Soutien-Harceleur>,[11:41:25],mes les toi ou je pense tes screen,bully_support,OAG,victim_support,OTH,ATK,CNS,NEG,scenario_ethnicity_fatima,ethnicity
84,<Pierre-Soutien-Harceleur>,[11:41:31],et alors? je peux tjrs nier,bully_support,NAG,NULL,NULL,OTH,DFN,NEU,scenario_ethnicity_fatima,ethnicity
85,<Teresa-Soutien-Victime>,[11:41:46],oui tktt chez la police,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_ethnicity_fatima,ethnicity
86,<Pierre-Soutien-Harceleur>,[11:41:50], rien prouve que c'est moi ;D,bully_support,NAG,NULL,NULL,OTH,CNS,NEU,scenario_ethnicity_fatima,ethnicity
87,<Fatima-Victime>,[11:41:57],tu crois ils vont te croire,victim,NAG,NULL,NULL,OTH,OTH,NEU,scenario_ethnicity_fatima,ethnicity
88,<Teresa-Soutien-Victime>,[11:41:59],continuer de faire les malins,victim_support,NAG,NULL,NULL,OTH,OTH,NEU,scenario_ethnicity_fatima,ethnicity
89,<Fatima-Victime>,[11:42:02],y a ton nom,victim,NAG,NULL,NULL,OTH,OTH,NEU,scenario_ethnicity_fatima,ethnicity
90,<Teresa-Soutien-Victime>,[11:42:05],si si,victim_support,NAG,NULL,NULL,OTH,OTH,NEU,scenario_ethnicity_fatima,ethnicity
91,<Nicolas-Soutien-Harceleur>,[11:42:06],va chez la police on tenmene meme si tu veux,bully_support,CAG,victim_support,THR,ATK,OTH,NEG,scenario_ethnicity_fatima,ethnicity
92,<Pierre-Soutien-Harceleur>,[11:42:09],teresa je vais pas le répeter tu n'y iras pas chez la police,bully_support,OAG,victim_support,THR,ATK,OTH,NEG,scenario_ethnicity_fatima,ethnicity
93,<Pauline-Harceleur>,[11:42:11],on t'accompagne porter plainte stuveu,bully,CAG,victim_support,THR,ATK,OTH,NEG,scenario_ethnicity_fatima,ethnicity
94,<Teresa-Soutien-Victime>,[11:42:14],pas de soucis viens,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_ethnicity_fatima,ethnicity
95,<Nicolas-Soutien-Harceleur>,[11:42:20],pour 3 messages qui represente la veriter,bully_support,NAG,NULL,NULL,GSL,OTH,NEU,scenario_ethnicity_fatima,ethnicity
96,<Teresa-Soutien-Victime>,[11:42:25],sa sera plus rapide,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_ethnicity_fatima,ethnicity
97,<Nicolas-Soutien-Harceleur>,[11:42:27],a notre age une amande *et cest regles,bully_support,NAG,NULL,NULL,OTH,CNS,NEU,scenario_ethnicity_fatima,ethnicity
98,<Teresa-Soutien-Victime>,[11:42:35],alors nn,victim_support,NAG,NULL,NULL,CNS,OTH,NEU,scenario_ethnicity_fatima,ethnicity
99,<Théo-Conciliateur>,[11:42:41],mais cest ridicule,conciliator,NAG,NULL,NULL,CR,NULL,NEU,scenario_ethnicity_fatima,ethnicity
100,<Nicolas-Soutien-Harceleur>,[11:42:41],donc chute merci,bully_support,OAG,victim_support,OTH,ATK,CNS,NEG,scenario_ethnicity_fatima,ethnicity
101,<Teresa-Soutien-Victime>,[11:42:44],sa a bcp evolué depuis,victim_support,NAG,NULL,NULL,CNS,OTH,NEU,scenario_ethnicity_fatima,ethnicity
102,<Nicolas-Soutien-Harceleur>,[11:42:55],ah et tu croit quoi,bully_support,NAG,NULL,NULL,GSL,CNS,NEG,scenario_ethnicity_fatima,ethnicity
103,<Pierre-Soutien-Harceleur>,[11:42:55],on va s'en sortir triomphant on va expulser tous les arabes comme toi,bully_support,OAG,victim,OTH,ATK,NULL,NEG,scenario_ethnicity_fatima,ethnicity
104,<Théo-Conciliateur>,[11:43:01],regler vos problemes comme des adultes au lieu de parler pour rien la,conciliator,NAG,NULL,NULL,CR,NULL,NEU,scenario_ethnicity_fatima,ethnicity
105,<Nicolas-Soutien-Harceleur>,[11:43:05],c la prison pour 4 message,bully_support,NAG,NULL,NULL,GSL,CNS,NEG,scenario_ethnicity_fatima,ethnicity
106,<Pauline-Harceleur>,[11:43:06],bon fatima retournes chez tamr pleurer,bully,OAG,victim,OTH,AIN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
107,<Pierre-Soutien-Harceleur>,[11:43:10],theo ftg vrm tu sers à r,bully_support,OAG,conciliator,OTH,ATK,CR,NEG,scenario_ethnicity_fatima,ethnicity
108,<Teresa-Soutien-Victime>,[11:43:12],t tellement peu cultiver que t meme pas au courant des consequences de sque tu fais,victim_support,OAG,bully,DNG,DFN,AIN,NEG,scenario_ethnicity_fatima,ethnicity
109,<Nicolas-Soutien-Harceleur>,[11:43:13],quand t es meme pas majeurs*,bully_support,NAG,NULL,NULL,GSL,CNS,NEG,scenario_ethnicity_fatima,ethnicity
110,<Pauline-Harceleur>,[11:43:22],avec ton accent la,bully,OAG,victim,OTH,AIN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
111,<Pierre-Soutien-Harceleur>,[11:43:31],la vie t'es explosé la tu peux gérer degun,bully_support,OAG,conciliator,DNG,ATK,CR,NEG,scenario_ethnicity_fatima,ethnicity
112,<Fatima-Victime>,[11:43:36],jvais me suicider tu vas voir si vous allez rien avoir,victim,NAG,NULL,NULL,OTH,AIN,NEG,scenario_ethnicity_fatima,ethnicity
113,<Pauline-Harceleur>,[11:43:40],enfin,bully,CAG,victim,OTH,ATK,OTH,NEG,scenario_ethnicity_fatima,ethnicity
114,<Nicolas-Soutien-Harceleur>,[11:43:51],ecrit francais et tu viendra me parler culture' mdrr,bully_support,OAG,victim_support,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
115,<Pierre-Soutien-Harceleur>,[11:43:53],teresa tu parles de culture mais chez toi y'a même pas accès à l'eau alors à l'ecole........ et ça se fait ressentir,bully_support,OAG,victim_support,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
116,<Nicolas-Soutien-Harceleur>,[11:44:03],voila sucide toi donc teresa ta bien ouvert ta guele pour rien,bully_support,OAG,victim/victim_support,OTH,ATK,NULL,NEG,scenario_ethnicity_fatima,ethnicity
117,<Pierre-Soutien-Harceleur>,[11:44:18],crève,bully_support,OAG,victim,OTH,ATK,OTH,NEG,scenario_ethnicity_fatima,ethnicity
118,<Fatima-Victime>,[11:44:37],vous irez en efer enfer*,victim,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
119,<Pierre-Soutien-Harceleur>,[11:44:49],les blancs vont pas en enfer,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
120,<Théo-Conciliateur>,[11:44:49],vs etes serieux ? vs aimerais quon vs dises sa ?,conciliator,NAG,NULL,NULL,CNS,ATK,NEU,scenario_ethnicity_fatima,ethnicity
121,<Pierre-Soutien-Harceleur>,[11:44:54],on est purs nous,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
122,<Teresa-Soutien-Victime>,[11:45:12],oe pure merde,victim_support,OAG,bully_support,DNG,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
123,<Pierre-Soutien-Harceleur>,[11:45:28],de la même couleur ça vous fait un point commun,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
124,<Nicolas-Soutien-Harceleur>,[11:45:39],wouah le niveauxxxxxxx,bully_support,CAG,victim_support,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
125,<Pierre-Soutien-Harceleur>,[11:45:43],y'a l'odeur aussi,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
126,<Pauline-Harceleur>,[11:45:54],avec vos habits du bled la cassez vous,bully,OAG,victim,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
127,<Nicolas-Soutien-Harceleur>,[11:45:59],mdrr c clair l odeur infecte,bully_support,OAG,victim,DNG,AIN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
128,<Teresa-Soutien-Victime>,[11:46:04],oo tg pierre me fais pas chier jmen blc de ta vie franchement,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
129,<Pauline-Harceleur>,[11:46:21],teresa parle bien ftg,bully,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
130,<Pierre-Soutien-Harceleur>,[11:46:27],teresa fais comme fatima ferme la,bully_support,OAG,victim/victim_support,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
131,<Nicolas-Soutien-Harceleur>,[11:46:39],alors pk tu lui envoy un message si tu ten fou bien dit,bully_support,NAG,NULL,NULL,GSL,DFN,NEG,scenario_ethnicity_fatima,ethnicity
132,<Teresa-Soutien-Victime>,[11:46:55],pauline et pierre 2 grosses merdes qui parlent,victim_support,OAG,bully/bully_support,DNG,DFN,NULL,NEG,scenario_ethnicity_fatima,ethnicity
133,<Nicolas-Soutien-Harceleur>,[11:46:59],bon la phto va etres poster,bully_support,OAG,victim,THR,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
134,<Pauline-Harceleur>,[11:47:00],grv teresa t autant inutile que Mbendib,bully,OAG,victim_support,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
135,<Nicolas-Soutien-Harceleur>,[11:47:01],quand,bully_support,OAG,victim,THR,ATK,DFN,NEU,scenario_ethnicity_fatima,ethnicity
136,<Fatima-Victime>,[11:47:13],quand tu fermeras ta gueule,victim,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
137,<Teresa-Soutien-Victime>,[11:47:15],poste la,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_ethnicity_fatima,ethnicity
138,<Nicolas-Soutien-Harceleur>,[11:47:16],plus une troisieme teresa,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
139,<Pierre-Soutien-Harceleur>,[11:47:22],oyé tous repostez en story les photos de la negre,bully_support,OAG,victim,OTH,AIN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
140,<Nicolas-Soutien-Harceleur>,[11:47:22],+famtima 4,bully_support,OAG,victim_support,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
141,<Teresa-Soutien-Victime>,[11:47:24],et tu venira en prison,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_ethnicity_fatima,ethnicity
142,<Pierre-Soutien-Harceleur>,[11:47:32],on va bien se marrer,bully_support,CAG,victim,OTH,ATK,NULL,NEG,scenario_ethnicity_fatima,ethnicity
143,<Teresa-Soutien-Victime>,[11:47:32],tu vas rien comprendre,victim_support,NAG,NULL,NULL,CNS,ATK,NEU,scenario_ethnicity_fatima,ethnicity
144,<Nicolas-Soutien-Harceleur>,[11:47:56],parle pas de prison quand tu coco pas mdrrr,bully_support,OAG,victim_support,OTH,GSL,CNS,NEG,scenario_ethnicity_fatima,ethnicity
145,<Pierre-Soutien-Harceleur>,[11:48:03],demain on imprime on affiche?,bully_support,OAG,victim,THR,ATK,NULL,NEG,scenario_ethnicity_fatima,ethnicity
146,<Pauline-Harceleur>,[11:48:06],fatima t une grosse pute a part envoyez des nudes tu f rien,bully,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
147,<Nicolas-Soutien-Harceleur>,[11:48:06],si on a compris tkt,bully_support,CAG,victim_support,DNG,ATK,CNS,NEG,scenario_ethnicity_fatima,ethnicity
148,<Teresa-Soutien-Victime>,[11:48:17],mais mdrr pauline elle a tourné dans toute la france,victim_support,CAG,bully,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
149,<Nicolas-Soutien-Harceleur>,[11:48:31],mdrrr,bully_support,CAG,victim_support,DNG,ATK,CNS,NEG,scenario_ethnicity_fatima,ethnicity
150,<Pauline-Harceleur>,[11:48:42],normal j'suis une star,bully,NAG,NULL,NULL,OTH,DFN,NEU,scenario_ethnicity_fatima,ethnicity
151,<Pierre-Soutien-Harceleur>,[11:48:42],sa chatte aussi,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
152,<Théo-Conciliateur>,[11:48:45],bon cest bon vs tourner en rond la depuis taleur,conciliator,NAG,NULL,NULL,CR,NULL,NEU,scenario_ethnicity_fatima,ethnicity
153,<Pierre-Soutien-Harceleur>,[11:48:46],pour avoir les papiers,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
154,<Teresa-Soutien-Victime>,[11:48:47],et elle ose ouvrir sa bouche de suceuse,victim_support,OAG,bully,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
155,<Pierre-Soutien-Harceleur>,[11:48:50],sa mère aussi,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
156,<Fatima-Victime>,[11:48:51],t trop jalouse qu aucun mec te trouves belle,victim,OAG,bully_support,DNG,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
157,<Théo-Conciliateur>,[11:48:59],a part insulter vs faites rien d'autres,conciliator,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
158,<Nicolas-Soutien-Harceleur>,[11:49:04],"c, mdrr elle t belle $*",bully_support,NAG,NULL,NULL,OTH,DFN,NEU,scenario_ethnicity_fatima,ethnicity
159,<Teresa-Soutien-Victime>,[11:49:05],oe grave il l'utilise c tout,victim_support,OAG,bully_support,OTH,EMP,DFN,NEG,scenario_ethnicity_fatima,ethnicity
160,<Nicolas-Soutien-Harceleur>,[11:49:12],toi eclater apr contre,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
161,<Fatima-Victime>,[11:49:13],tu sais parler nicolas ? mdr,victim,CAG,bully_support,DNG,DFN,OTH,NEG,scenario_ethnicity_fatima,ethnicity
162,<Nicolas-Soutien-Harceleur>,[11:49:24],nan pas le time bb,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
163,<Fatima-Victime>,[11:49:27],apres cest moi qu est pas française,victim,NAG,NULL,NULL,CNS,ATK,NEU,scenario_ethnicity_fatima,ethnicity
164,<Teresa-Soutien-Victime>,[11:49:27],comme une prostitué qu'elle fait bien mdrr,victim_support,OAG,bully_support,DNG,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
165,<Nicolas-Soutien-Harceleur>,[11:49:32],pour toi c sa et pas plus,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
166,<Théo-Conciliateur>,[11:49:33],vos geule,conciliator,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
167,<Fatima-Victime>,[11:49:36],vas apprendre la langue de ton pays déjà,victim,CAG,bully_support,DNG,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
168,<Pierre-Soutien-Harceleur>,[11:49:39],ptdr maiis fatima t'as vu ton orthographe,bully_support,OAG,victim,DNG,ATK,CNS,NEG,scenario_ethnicity_fatima,ethnicity
169,<Pauline-Harceleur>,[11:49:45],t dans notre pays et tu parle,bully,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
170,<Pierre-Soutien-Harceleur>,[11:49:46],parle pas,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
171,<Nicolas-Soutien-Harceleur>,[11:49:56],elle insulte sa pote mtn,bully_support,NAG,NULL,NULL,OTH,NULL,NEU,scenario_ethnicity_fatima,ethnicity
172,<Théo-Conciliateur>,[11:50:01],vous etes des gros gamins,conciliator,OAG,bully/bully_support,OTH,DFN,NULL,NEG,scenario_ethnicity_fatima,ethnicity
173,<Pierre-Soutien-Harceleur>,[11:50:14],non patriotes,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
174,<Nicolas-Soutien-Harceleur>,[11:50:18],moi c mon pays o moinh,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
175,<Pierre-Soutien-Harceleur>,[11:50:23],et tout le monde devrait etre comme ça,bully_support,OAG,conciliator,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
176,<Nicolas-Soutien-Harceleur>,[11:50:32],donc je me premer cque je veux par apport atoi,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
177,<Teresa-Soutien-Victime>,[11:50:36],ooo nicolas tg,victim_support,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
178,<Nicolas-Soutien-Harceleur>,[11:50:43],bisoussssssssssssssssssssssssssss,bully_support,NAG,NULL,NULL,OTH,NULL,NEU,scenario_ethnicity_fatima,ethnicity
179,<Pauline-Harceleur>,[11:50:44],bon fatima on va te ntm tkt,bully,OAG,victim,THR,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
180,<Fatima-Victime>,[11:50:58],ca veut rien dire ta phrase,victim,OAG,bully,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
181,<Pierre-Soutien-Harceleur>,[11:51:13],tu peux pas savoir fat fat,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
182,<Teresa-Soutien-Victime>,[11:51:20],bref bisous de nous les jaloux,victim_support,OAG,bully/bully_support,OTH,DFN,NULL,NEG,scenario_ethnicity_fatima,ethnicity
183,<Pierre-Soutien-Harceleur>,[11:51:22],meme ton soutien se casse t'es seule,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
184,<Pauline-Harceleur>,[11:51:30],javoue tu sais pas tu parle meme pas francais,bully,OAG,victim,DNG,AIN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
185,<Théo-Conciliateur>,[11:51:32],bon vs voulez pas vs reconcilier jy peut rien,conciliator,NAG,NULL,NULL,OTH,ATK,NEU,scenario_ethnicity_fatima,ethnicity
186,<Pierre-Soutien-Harceleur>,[11:51:37],et nous on te démarre,bully_support,OAG,victim,OTH,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
187,<Théo-Conciliateur>,[11:51:40],ciao ciao,conciliator,NAG,NULL,NULL,OTH,NULL,NEU,scenario_ethnicity_fatima,ethnicity
188,<Pierre-Soutien-Harceleur>,[11:51:44],mdrrrrr theo qui abandonne,bully_support,OAG,conciliator,OTH,ATK,OTH,NEG,scenario_ethnicity_fatima,ethnicity
189,<Fatima-Victime>,[11:51:57],vas y ciao les ploucs,victim,OAG,bully/bully_support,NCG,DFN,NULL,NEG,scenario_ethnicity_fatima,ethnicity
190,<Pierre-Soutien-Harceleur>,[11:51:57]," tkt t'auras son cul quand meme vu comment elle l'expose ""les ploucs"" mdrrrrrrrrrrrrrrrr",bully_support,OAG,victim/conciliator,OTH,ATK,OTH,NEG,scenario_ethnicity_fatima,ethnicity
191,<Fatima-Victime>,[11:52:19],retournez dans votre ferme traire vos meres,victim,OAG,bully_support,OTH,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
192,<Pauline-Harceleur>,[11:52:21],si l'unitilité etait une personne,bully,OAG,victim,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
193,<Teresa-Soutien-Victime>,[11:52:30],moi et fatima on n'a pas votre time dsl,victim_support,NAG,NULL,NULL,DFN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
194,<Pierre-Soutien-Harceleur>,[11:52:31],t'as cru t'as dead ça?,bully_support,NAG,NULL,NULL,GSL,DFN,NEG,scenario_ethnicity_fatima,ethnicity
195,<Teresa-Soutien-Victime>,[11:52:43],oe exactement,victim_support,NAG,NULL,NULL,OTH,GSL,NEU,scenario_ethnicity_fatima,ethnicity
196,<Pierre-Soutien-Harceleur>,[11:52:45],ptdrrrr punshline éclatées cousine oula non pas cousine esclave,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
197,<Teresa-Soutien-Victime>,[11:52:54],<3,victim_support,NAG,NULL,NULL,OTH,GSL,NEU,scenario_ethnicity_fatima,ethnicity
198,<Pierre-Soutien-Harceleur>,[11:52:58],comme au bon vieux temps,bully_support,OAG,victim,DNG,ATK,DFN,NEG,scenario_ethnicity_fatima,ethnicity
199,<Pauline-Harceleur>,[11:52:59],elle c cru sur skyrock la :b,bully,OAG,victim,OTH,AIN,ATK,NEG,scenario_ethnicity_fatima,ethnicity
202,<Teresa-Soutien-Victime>,[11:53:29],tete qu'elle a parle ps avk moi grosse pute,victim_support,OAG,bully,NCG,DFN,AIN,NEG,scenario_ethnicity_fatima,ethnicity
0,leo77,11:08:43,façon j'veux ps d'une crasseuse comme toi,bully_support,OAG,victim,DNG,AIN,NULL,NEG,scenario_ethnicity_fatima_bis,ethnicity
